aX,aY,aZ,gX,gY,gZ
0.693,0.034,0.839,53.406,-73.792,-66.528
0.748,-0.227,0.805,44.800,-68.054,-64.270
0.756,-0.376,0.887,30.090,-70.374,-48.889
0.770,-0.247,0.995,14.954,-71.411,-19.470
0.805,0.118,1.035,-4.456,-64.636,10.010
0.810,0.384,1.010,-15.198,-55.725,21.179
0.816,0.607,0.964,-14.465,-48.706,17.761
0.829,0.776,0.925,-8.118,-45.715,5.920
0.844,0.745,0.968,12.756,-48.401,-18.799
0.856,0.567,1.013,34.241,-49.255,-47.424
0.849,0.310,1.008,49.072,-44.250,-68.542
0.846,0.084,0.933,57.434,-37.231,-77.393
0.854,-0.048,0.865,59.387,-33.875,-73.730
0.867,-0.111,0.919,52.673,-37.354,-62.073

1.364,-1.276,1.064,-28.015,8.240,-70.801
1.641,-1.216,1.297,-69.153,18.738,-7.812
1.939,-0.590,1.265,-80.505,45.593,59.082
2.397,0.075,1.085,-48.096,67.078,90.576
3.000,0.503,1.273,-1.770,59.814,79.407
3.613,0.937,1.757,50.171,42.603,48.828
4.000,1.460,2.350,108.521,40.161,14.465
4.000,1.478,3.268,141.052,41.992,-42.847
4.000,0.274,4.000,147.339,47.302,-131.042
4.000,-1.954,4.000,91.187,70.801,-205.811
4.000,-3.996,4.000,11.597,151.489,-217.773
3.429,-4.000,4.000,8.789,281.372,-130.859
2.611,-4.000,4.000,100.708,380.371,19.409
1.607,-3.654,4.000,134.705,424.255,152.100
0.351,-2.755,4.000,89.844,472.656,221.985
-0.969,-1.493,4.000,47.241,578.857,264.648
-2.231,-0.032,4.000,74.829,690.613,283.020
-3.445,1.228,3.449,122.070,776.733,268.982
-4.000,1.958,1.384,146.851,859.558,215.942
-4.000,2.212,-1.260,143.188,939.758,125.122
-4.000,1.375,-3.338,171.204,784.363,-16.418
-3.866,-1.375,-2.885,181.458,486.938,-167.419
-3.316,-3.515,-0.937,180.115,212.585,-185.974
-3.136,-3.049,0.936,134.949,55.542,3.479
-3.103,-1.349,1.886,84.106,18.372,216.003
-3.121,-0.046,2.280,48.035,31.128,308.167
-3.102,0.792,1.889,22.339,77.393,322.998
-3.028,1.137,0.647,17.334,145.935,299.927
-2.832,1.360,-0.606,26.978,170.044,270.264
-2.494,1.837,-1.239,32.104,126.343,255.066
-2.108,2.437,-1.263,38.696,52.429,240.662
-1.657,2.862,-1.093,40.161,-3.967,204.468
-1.204,2.917,-1.062,39.001,-30.334,141.907
-0.752,2.440,-0.906,32.776,-52.734,64.148
-0.345,1.751,-0.438,22.156,-84.412,-3.357
-0.014,1.037,0.112,11.353,-107.788,-46.326
0.255,0.229,0.508,-4.456,-107.666,-71.899
0.453,-0.470,0.569,-27.771,-80.933,-70.923
0.569,-0.772,0.326,-46.326,-44.922,-39.734
0.613,-0.672,0.079,-56.396,-24.780,4.883
0.605,-0.441,-0.012,-56.702,-23.254,40.955
0.571,-0.182,-0.131,-53.284,-20.630,66.467
0.510,0.166,-0.488,-46.204,-6.836,87.585
0.482,0.588,-0.812,-46.326,-1.831,103.333
0.467,0.948,-0.882,-50.110,-17.151,105.957
0.495,1.182,-0.713,-50.903,-41.809,94.177
0.532,1.274,-0.526,-46.631,-57.739,72.998
0.590,1.222,-0.395,-36.377,-63.660,46.631
0.629,1.053,-0.297,-23.865,-65.552,20.508
0.675,0.775,-0.314,-4.517,-65.002,-1.770
0.705,0.611,-0.264,11.536,-69.458,-11.780
0.705,0.520,-0.160,11.780,-74.768,-13.306
0.721,0.417,-0.131,13.672,-75.317,-14.160
0.701,0.332,-0.125,7.629,-73.242,-12.085
0.685,0.271,-0.199,4.211,-70.435,-7.874
0.653,0.203,-0.291,-0.122,-70.190,-3.784
0.614,0.154,-0.317,-0.366,-75.073,1.770
0.577,0.182,-0.330,-1.099,-80.688,12.268
0.553,0.321,-0.353,-2.930,-84.106,25.818
0.546,0.507,-0.370,-7.324,-87.769,35.645
0.559,0.666,-0.341,-5.615,-94.666,37.292
0.578,0.761,-0.247,0.793,-103.577,30.884
0.588,0.722,-0.222,8.728,-107.849,18.555
0.606,0.659,-0.253,15.076,-109.314,7.141
0.647,0.672,-0.249,17.822,-115.112,1.099
0.702,0.649,-0.140,20.874,-125.549,-5.554
0.739,0.551,-0.026,27.588,-134.216,-16.602
0.786,0.408,0.090,31.067,-138.611,-25.391
0.820,0.264,0.250,33.020,-142.212,-28.320
0.822,0.212,0.423,31.311,-141.541,-22.522
0.828,0.232,0.503,27.100,-133.362,-11.597
0.821,0.318,0.492,23.437,-121.765,-2.441
0.822,0.414,0.474,24.719,-113.708,1.648
0.842,0.450,0.441,28.625,-109.070,-1.465
0.858,0.413,0.408,30.945,-105.652,-8.057
0.865,0.335,0.334,30.701,-101.501,-15.015
0.870,0.259,0.271,28.076,-99.548,-17.822
0.878,0.240,0.268,25.757,-102.356,-15.503
0.885,0.281,0.319,22.217,-106.567,-9.521
0.884,0.349,0.383,17.029,-109.314,-3.784
0.877,0.464,0.488,9.399,-111.450,1.587
0.876,0.603,0.590,3.174,-112.000,4.578
0.884,0.653,0.684,0.793,-109.070,0.732
0.884,0.651,0.686,6.287,-100.647,-7.507
0.891,0.692,0.625,9.827,-89.722,-14.709
0.867,0.607,0.607,14.648,-83.252,-27.588
0.834,0.432,0.564,18.799,-77.942,-41.992
0.797,0.274,0.493,19.897,-72.510,-49.194
0.768,0.154,0.419,19.165,-69.702,-49.805
0.750,0.117,0.365,15.747,-70.190,-44.373
0.745,0.150,0.317,11.719,-72.876,-36.621
0.755,0.224,0.308,9.949,-78.735,-29.663
0.790,0.320,0.355,10.071,-86.426,-26.184
0.829,0.374,0.438,9.399,-92.163,-28.687
0.840,0.364,0.521,11.108,-94.543,-34.485
0.848,0.346,0.555,15.930,-92.529,-39.795
0.852,0.367,0.595,20.996,-89.905,-43.091
0.841,0.376,0.657,25.269,-88.074,-48.035
0.818,0.309,0.677,26.489,-84.167,-54.871
0.823,0.177,0.637,22.217,-78.735,-59.570
0.826,0.079,0.621,15.747,-76.660,-57.739
0.837,0.083,0.675,10.376,-79.468,-50.232
0.867,0.144,0.731,8.240,-81.238,-42.725
0.903,0.165,0.721,12.451,-79.041,-39.978
0.953,0.169,0.690,17.578,-75.623,-39.978
0.982,0.146,0.668,19.653,-72.998,-39.673
1.002,0.104,0.665,17.578,-70.496,-38.147
1.021,0.125,0.710,12.207,-68.726,-32.776
1.022,0.234,0.773,7.568,-66.040,-24.902
1.016,0.305,0.784,3.357,-58.960,-21.118
0.994,0.345,0.754,0.793,-50.842,-21.057
0.979,0.419,0.751,-3.601,-46.692,-20.386
0.946,0.480,0.803,-6.592,-46.326,-23.193
0.936,0.437,0.868,-4.944,-46.082,-32.837
0.912,0.308,0.892,1.404,-44.128,-45.349
0.919,0.202,0.832,10.071,-38.574,-52.490
0.916,0.088,0.773,13.672,-35.645,-54.688
0.930,0.022,0.781,9.216,-35.828,-51.514
0.934,0.012,0.795,11.780,-36.133,-45.044

